message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes
DFP_20230110_0076,Data for Progress,https://www.dataforprogress.org/blog/2023/1/10/voters-wary-of-political-misinformation-unimpressed-by-musks-ceo-performance,2023-01-10,foreign_policy,,tested_message,"somewhat disapprove,",,,,,,,online_panel,voters,,dfp;foreign_policy,"From: Voters Wary of Political Misinformation, Unimpressed by Musk’s CEO Performance"
DFP_20230110_0077,Data for Progress,https://www.dataforprogress.org/blog/2023/1/10/voters-wary-of-political-misinformation-unimpressed-by-musks-ceo-performance,2023-01-10,foreign_policy,,tested_message,marketplace of ideas.,,,,,,,online_panel,voters,,dfp;foreign_policy,"From: Voters Wary of Political Misinformation, Unimpressed by Musk’s CEO Performance"
DFP_20230105_0078,Data for Progress,https://www.dataforprogress.org/blog/2023/1/5/two-years-after-the-january-6-attack-voters-blame-trump-and-support-criminal-charges,2023-01-05,democracy,,tested_message,a lot of responsibility,,,,,,,online_panel,voters,,dfp;democracy,"From: Two Years After the January 6 Attack, Voters Blame Trump and Support Criminal Charges"
DFP_20221221_0079,Data for Progress,https://www.dataforprogress.org/blog/2022/12/21/voters-support-increased-funding-for-the-national-labor-relations-board-and-vigorous-enforcement-of-federal-labor-law,2022-12-21,democracy,,tested_message,joint employer standard,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Increased Funding for the National Labor Relations Board and Vigorous Enforcement of ...
DFP_20221221_0080,Data for Progress,https://www.dataforprogress.org/blog/2022/12/21/voters-support-increased-funding-for-the-national-labor-relations-board-and-vigorous-enforcement-of-federal-labor-law,2022-12-21,democracy,,tested_message,joint employer standard,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Increased Funding for the National Labor Relations Board and Vigorous Enforcement of ...
DFP_20221202_0081,Data for Progress,https://www.dataforprogress.org/blog/2022/12/2/dfp-2022-polling-accuracy-report,2022-12-02,technology,,tested_message,"nonignorable, nonobservable",,,,,,,online_panel,voters,,dfp;technology,From: DFP 2022 Polling Accuracy Report
DFP_20221116_0082,Data for Progress,https://www.dataforprogress.org/blog/2022/11/15/exit-poll-2022-voters-supported-democratic-policies-to-address-inflation-including-holding-corporations-accountable-and-investing-in-american-manufacturing,2022-11-16,economy,,tested_message,Large corporations have been unfairly raising their prices at the expense of consumers,,,,,,,online_panel,voters,,dfp;economy,"From: Exit Poll: 2022 Voters Supported Democratic Policies to Address Inflation, Including Holding Corpora..."
DFP_20221116_0083,Data for Progress,https://www.dataforprogress.org/blog/2022/11/15/exit-poll-2022-voters-supported-democratic-policies-to-address-inflation-including-holding-corporations-accountable-and-investing-in-american-manufacturing,2022-11-16,economy,,tested_message,supporting working families by expanding the Child Tax Credit,,,,,,,online_panel,voters,,dfp;economy,"From: Exit Poll: 2022 Voters Supported Democratic Policies to Address Inflation, Including Holding Corpora..."
DFP_20221116_0084,Data for Progress,https://www.dataforprogress.org/blog/2022/11/15/exit-poll-2022-voters-supported-democratic-policies-to-address-inflation-including-holding-corporations-accountable-and-investing-in-american-manufacturing,2022-11-16,economy,,tested_message,to have done more to tackle corporate greed,,,,,,,online_panel,voters,,dfp;economy,"From: Exit Poll: 2022 Voters Supported Democratic Policies to Address Inflation, Including Holding Corpora..."
DFP_20221116_0085,Data for Progress,https://www.dataforprogress.org/blog/2022/11/15/exit-poll-2022-voters-supported-democratic-policies-to-address-inflation-including-holding-corporations-accountable-and-investing-in-american-manufacturing,2022-11-16,economy,,tested_message,They should have done more to tackle corporate greed,,,,,,,online_panel,voters,,dfp;economy,"From: Exit Poll: 2022 Voters Supported Democratic Policies to Address Inflation, Including Holding Corpora..."
DFP_20221014_0086,Data for Progress,https://www.dataforprogress.org/blog/2022/10/14/majority-support-biden-marijuana-pardon-restorative-justice-efforts,2022-10-14,immigration,,tested_message,Nobody should be in jail for possession of marijuana.,,,,,,,online_panel,voters,,dfp;immigration,From: A Majority of Voters Support Biden's Federal Marijuana Pardon
DFP_20221014_0087,Data for Progress,https://www.dataforprogress.org/blog/2022/10/14/majority-support-biden-marijuana-pardon-restorative-justice-efforts,2022-10-14,immigration,,tested_message,Federal law should not classify marijuana in the same category as heroin and LSD.,,,,,,,online_panel,voters,,dfp;immigration,From: A Majority of Voters Support Biden's Federal Marijuana Pardon
DFP_20220930_0088,Data for Progress,https://www.dataforprogress.org/blog/2022/9/30/texas-voters-feeling-the-pinch-of-high-home-energy-prices-support-investments-to-improve-the-grid,2022-09-30,economy,,tested_message,"Since the Texas electricity grid is independent, it is not subject to regulation by the federal government.",,,,,,,online_panel,voters,,dfp;economy,"From: Texas Voters, Feeling the Pinch of High Home Energy Prices, Support Investments to Improve the Grid"
DFP_20220930_0089,Data for Progress,https://www.dataforprogress.org/blog/2022/9/30/texas-voters-feeling-the-pinch-of-high-home-energy-prices-support-investments-to-improve-the-grid,2022-09-30,economy,,tested_message,a great deal of blame,,,,,,,online_panel,voters,,dfp;economy,"From: Texas Voters, Feeling the Pinch of High Home Energy Prices, Support Investments to Improve the Grid"
DFP_20220907_0090,Data for Progress,https://www.dataforprogress.org/blog/2022/9/7/voters-support-recent-unionization-efforts-over-major-corporations,2022-09-07,democracy,,tested_message,"free from controlled hazards,",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Recent Unionization Efforts Over Major Corporations
DFP_20220907_0091,Data for Progress,https://www.dataforprogress.org/blog/2022/9/7/voters-support-recent-unionization-efforts-over-major-corporations,2022-09-07,democracy,,tested_message,"terminations. This would require employers to document evidence of legitimate performance issues before being able to fire a worker, rather than allowing employers to fire employees",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Recent Unionization Efforts Over Major Corporations
DFP_20220907_0092,Data for Progress,https://www.dataforprogress.org/blog/2022/9/7/voters-support-recent-unionization-efforts-over-major-corporations,2022-09-07,democracy,,tested_message,which doesn't require a reason for firing an employee. Voters across partisanship also support this proposal to establish,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Recent Unionization Efforts Over Major Corporations
DFP_20220822_0093,Data for Progress,https://www.dataforprogress.org/blog/2022/8/22/a-majority-of-voters-support-federal-protection-of-same-sex-marriage,2022-08-22,democracy,,tested_message,not at all important.,,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters Support Federal Protection of Same-Sex Marriage
