poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags,data_quality,notes
GALLUP_20231001_1017,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,government_general,70.0,,,1000,phone,adults,4.0,most_important_problem;government;government_general,structured_poll,
GALLUP_20231001_1018,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],immigration,immigration_general,15.0,,,1000,phone,adults,4.0,most_important_problem;immigration;immigration_general,structured_poll,
GALLUP_20231001_1019,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,election_reform,2.0,,,1000,phone,adults,4.0,most_important_problem;government;election_reform,structured_poll,
GALLUP_20231001_1020,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,judicial_system,1.0,,,1000,phone,adults,4.0,most_important_problem;government;judicial_system,structured_poll,
GALLUP_20231001_1021,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],healthcare,healthcare_general,2.0,,,1000,phone,adults,4.0,most_important_problem;healthcare;healthcare_general,structured_poll,
GALLUP_20231001_1022,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,foreign_policy,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;foreign_policy,structured_poll,
GALLUP_20231001_1023,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,war_fear,2.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;war_fear,structured_poll,
GALLUP_20231001_1024,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],climate,climate_change,2.0,,,1000,phone,adults,4.0,most_important_problem;climate;climate_change,structured_poll,
GALLUP_20231001_1025,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],abortion,abortion_general,1.0,,,1000,phone,adults,4.0,most_important_problem;abortion;abortion_general,structured_poll,
GALLUP_20231001_1026,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,middle_east_war,2.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;middle_east_war,structured_poll,
GALLUP_20231001_1027,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,other,5.0,,,1000,phone,adults,4.0,most_important_problem;other;other,structured_poll,
GALLUP_20231001_1028,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-10-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,no_opinion,4.0,,,1000,phone,adults,4.0,most_important_problem;other;no_opinion,structured_poll,
GALLUP_20230901_911,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,34.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general,structured_poll,
GALLUP_20230901_912,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,16.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general,structured_poll,
GALLUP_20230901_913,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,inflation,9.0,,,1000,phone,adults,4.0,most_important_problem;economy;inflation,structured_poll,
GALLUP_20230901_914,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,budget_deficit,3.0,,,1000,phone,adults,4.0,most_important_problem;economy;budget_deficit,structured_poll,
GALLUP_20230901_915,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,unemployment,3.0,,,1000,phone,adults,4.0,most_important_problem;economy;unemployment,structured_poll,
GALLUP_20230901_916,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,inequality,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;inequality,structured_poll,
GALLUP_20230901_917,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,wages,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;wages,structured_poll,
GALLUP_20230901_918,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,poverty,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;poverty,structured_poll,
GALLUP_20230901_919,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,taxes,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;taxes,structured_poll,
GALLUP_20230901_920,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,energy_prices,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;energy_prices,structured_poll,
GALLUP_20230901_921,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,recession,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;recession,structured_poll,
GALLUP_20230901_922,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,government_general,67.0,,,1000,phone,adults,4.0,most_important_problem;government;government_general,structured_poll,
GALLUP_20230901_923,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,government_leadership,18.0,,,1000,phone,adults,4.0,most_important_problem;government;government_leadership,structured_poll,
GALLUP_20230901_924,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],immigration,immigration_general,13.0,,,1000,phone,adults,4.0,most_important_problem;immigration;immigration_general,structured_poll,
GALLUP_20230901_925,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,national_unity,5.0,,,1000,phone,adults,4.0,most_important_problem;government;national_unity,structured_poll,
GALLUP_20230901_926,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,poverty_homelessness,3.0,,,1000,phone,adults,4.0,most_important_problem;economy;poverty_homelessness,structured_poll,
GALLUP_20230901_927,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],crime,crime_violence,3.0,,,1000,phone,adults,4.0,most_important_problem;crime;crime_violence,structured_poll,
GALLUP_20230901_928,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],race,race_relations,3.0,,,1000,phone,adults,4.0,most_important_problem;race;race_relations,structured_poll,
GALLUP_20230901_929,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],guns,gun_control,3.0,,,1000,phone,adults,4.0,most_important_problem;guns;gun_control,structured_poll,
GALLUP_20230901_930,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],healthcare,healthcare_general,2.0,,,1000,phone,adults,4.0,most_important_problem;healthcare;healthcare_general,structured_poll,
GALLUP_20230901_931,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,other,1.0,,,1000,phone,adults,4.0,most_important_problem;other;other,structured_poll,
GALLUP_20230901_932,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],climate,climate_change,3.0,,,1000,phone,adults,4.0,most_important_problem;climate;climate_change,structured_poll,
GALLUP_20230901_933,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],education,education_general,2.0,,,1000,phone,adults,4.0,most_important_problem;education;education_general,structured_poll,
GALLUP_20230901_934,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,election_reform,2.0,,,1000,phone,adults,4.0,most_important_problem;government;election_reform,structured_poll,
GALLUP_20230901_935,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],society,moral_decline,2.0,,,1000,phone,adults,4.0,most_important_problem;society;moral_decline,structured_poll,
GALLUP_20230901_936,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,national_security,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;national_security,structured_poll,
GALLUP_20230901_937,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,foreign_policy,2.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;foreign_policy,structured_poll,
GALLUP_20230901_938,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,media,1.0,,,1000,phone,adults,4.0,most_important_problem;government;media,structured_poll,
GALLUP_20230901_939,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,judicial_system,3.0,,,1000,phone,adults,4.0,most_important_problem;government;judicial_system,structured_poll,
GALLUP_20230901_940,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],abortion,abortion_general,1.0,,,1000,phone,adults,4.0,most_important_problem;abortion;abortion_general,structured_poll,
GALLUP_20230901_941,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],society,social_respect,2.0,,,1000,phone,adults,4.0,most_important_problem;society;social_respect,structured_poll,
GALLUP_20230901_942,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],crime,drugs,1.0,,,1000,phone,adults,4.0,most_important_problem;crime;drugs,structured_poll,
GALLUP_20230901_943,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,russia,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;russia,structured_poll,
GALLUP_20230901_944,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,other,6.0,,,1000,phone,adults,4.0,most_important_problem;other;other,structured_poll,
GALLUP_20230901_945,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,no_opinion,3.0,,,1000,phone,adults,4.0,most_important_problem;other;no_opinion,structured_poll,
GALLUP_20230901_946,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,38.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general,structured_poll,
GALLUP_20230901_947,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,inflation,14.0,,,1000,phone,adults,4.0,most_important_problem;economy;inflation,structured_poll,
GALLUP_20230901_948,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,14.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general,structured_poll,
GALLUP_20230901_949,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,unemployment,2.0,,,1000,phone,adults,4.0,most_important_problem;economy;unemployment,structured_poll,
GALLUP_20230901_950,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,budget_deficit,4.0,,,1000,phone,adults,4.0,most_important_problem;economy;budget_deficit,structured_poll,
GALLUP_20230901_951,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,corruption,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;corruption,structured_poll,
GALLUP_20230901_952,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,government_leadership,19.0,,,1000,phone,adults,4.0,most_important_problem;government;government_leadership,structured_poll,
GALLUP_20230901_953,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,national_unity,4.0,,,1000,phone,adults,4.0,most_important_problem;government;national_unity,structured_poll,
GALLUP_20230901_954,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,poverty_homelessness,4.0,,,1000,phone,adults,4.0,most_important_problem;economy;poverty_homelessness,structured_poll,
GALLUP_20230901_955,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,election_reform,1.0,,,1000,phone,adults,4.0,most_important_problem;government;election_reform,structured_poll,
GALLUP_20230901_956,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,judicial_system,2.0,,,1000,phone,adults,4.0,most_important_problem;government;judicial_system,structured_poll,
GALLUP_20230901_957,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],society,social_respect,1.0,,,1000,phone,adults,4.0,most_important_problem;society;social_respect,structured_poll,
GALLUP_20230901_958,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],healthcare,healthcare_general,1.0,,,1000,phone,adults,4.0,most_important_problem;healthcare;healthcare_general,structured_poll,
GALLUP_20230901_959,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,foreign_policy,3.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;foreign_policy,structured_poll,
GALLUP_20230901_960,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],guns,gun_control,2.0,,,1000,phone,adults,4.0,most_important_problem;guns;gun_control,structured_poll,
GALLUP_20230901_961,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,war_fear,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;war_fear,structured_poll,
GALLUP_20230901_962,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],abortion,abortion_general,2.0,,,1000,phone,adults,4.0,most_important_problem;abortion;abortion_general,structured_poll,
GALLUP_20230901_963,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,middle_east_war,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;middle_east_war,structured_poll,
GALLUP_20230901_964,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,military_defense,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;military_defense,structured_poll,
GALLUP_20230901_965,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,national_security,2.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;national_security,structured_poll,
GALLUP_20230901_966,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,other,2.0,,,1000,phone,adults,4.0,most_important_problem;other;other,structured_poll,
GALLUP_20230901_967,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],energy,energy_sources,1.0,,,1000,phone,adults,4.0,most_important_problem;energy;energy_sources,structured_poll,
GALLUP_20230901_968,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,terrorism,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;terrorism,structured_poll,
GALLUP_20230901_969,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-09-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,other,3.0,,,1000,phone,adults,4.0,most_important_problem;other;other,structured_poll,
GALLUP_20230801_856,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,31.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general,structured_poll,
GALLUP_20230801_857,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,15.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general,structured_poll,
GALLUP_20230801_858,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,inflation,8.0,,,1000,phone,adults,4.0,most_important_problem;economy;inflation,structured_poll,
GALLUP_20230801_859,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,budget_deficit,2.0,,,1000,phone,adults,4.0,most_important_problem;economy;budget_deficit,structured_poll,
GALLUP_20230801_860,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,unemployment,2.0,,,1000,phone,adults,4.0,most_important_problem;economy;unemployment,structured_poll,
GALLUP_20230801_861,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,inequality,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;inequality,structured_poll,
GALLUP_20230801_862,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,wages,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;wages,structured_poll,
GALLUP_20230801_863,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,poverty,2.0,,,1000,phone,adults,4.0,most_important_problem;economy;poverty,structured_poll,
GALLUP_20230801_864,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,government_general,70.0,,,1000,phone,adults,4.0,most_important_problem;government;government_general,structured_poll,
GALLUP_20230801_865,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,government_leadership,22.0,,,1000,phone,adults,4.0,most_important_problem;government;government_leadership,structured_poll,
GALLUP_20230801_866,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],immigration,immigration_general,9.0,,,1000,phone,adults,4.0,most_important_problem;immigration;immigration_general,structured_poll,
GALLUP_20230801_867,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,national_unity,5.0,,,1000,phone,adults,4.0,most_important_problem;government;national_unity,structured_poll,
GALLUP_20230801_868,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,poverty_homelessness,4.0,,,1000,phone,adults,4.0,most_important_problem;economy;poverty_homelessness,structured_poll,
GALLUP_20230801_869,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],crime,crime_violence,2.0,,,1000,phone,adults,4.0,most_important_problem;crime;crime_violence,structured_poll,
GALLUP_20230801_870,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],race,race_relations,4.0,,,1000,phone,adults,4.0,most_important_problem;race;race_relations,structured_poll,
GALLUP_20230801_871,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],guns,gun_control,1.0,,,1000,phone,adults,4.0,most_important_problem;guns;gun_control,structured_poll,
GALLUP_20230801_872,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],healthcare,healthcare_general,2.0,,,1000,phone,adults,4.0,most_important_problem;healthcare;healthcare_general,structured_poll,
GALLUP_20230801_873,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],climate,climate_change,4.0,,,1000,phone,adults,4.0,most_important_problem;climate;climate_change,structured_poll,
GALLUP_20230801_874,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],education,education_general,2.0,,,1000,phone,adults,4.0,most_important_problem;education;education_general,structured_poll,
GALLUP_20230801_875,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,war_fear,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;war_fear,structured_poll,
GALLUP_20230801_876,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,election_reform,3.0,,,1000,phone,adults,4.0,most_important_problem;government;election_reform,structured_poll,
GALLUP_20230801_877,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],society,moral_decline,4.0,,,1000,phone,adults,4.0,most_important_problem;society;moral_decline,structured_poll,
GALLUP_20230801_878,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,national_security,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;national_security,structured_poll,
GALLUP_20230801_879,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,foreign_policy,2.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;foreign_policy,structured_poll,
GALLUP_20230801_880,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],government,judicial_system,3.0,,,1000,phone,adults,4.0,most_important_problem;government;judicial_system,structured_poll,
GALLUP_20230801_881,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],abortion,abortion_general,3.0,,,1000,phone,adults,4.0,most_important_problem;abortion;abortion_general,structured_poll,
GALLUP_20230801_882,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],society,social_respect,1.0,,,1000,phone,adults,4.0,most_important_problem;society;social_respect,structured_poll,
GALLUP_20230801_883,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],foreign_policy,russia,1.0,,,1000,phone,adults,4.0,most_important_problem;foreign_policy;russia,structured_poll,
GALLUP_20230801_884,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,other,1.0,,,1000,phone,adults,4.0,most_important_problem;other;other,structured_poll,
GALLUP_20230801_885,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,other,6.0,,,1000,phone,adults,4.0,most_important_problem;other;other,structured_poll,
GALLUP_20230801_886,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],other,no_opinion,4.0,,,1000,phone,adults,4.0,most_important_problem;other;no_opinion,structured_poll,
GALLUP_20230801_887,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,34.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general,structured_poll,
GALLUP_20230801_888,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,inflation,9.0,,,1000,phone,adults,4.0,most_important_problem;economy;inflation,structured_poll,
GALLUP_20230801_889,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,economy_general,16.0,,,1000,phone,adults,4.0,most_important_problem;economy;economy_general,structured_poll,
GALLUP_20230801_890,Gallup,https://news.gallup.com/poll/1675/most-important-problem.aspx,2023-08-01,most_important_problem,What do you think is the most important problem facing this country today? [Open-ended],economy,poverty,1.0,,,1000,phone,adults,4.0,most_important_problem;economy;poverty,structured_poll,
