message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes
DFP_1065,Data for Progress,https://www.dataforprogress.org/blog/2023/5/10/voters-are-concerned-about-chatgpt-and-support-more-regulation-of-ai,2023-05-10,democracy,,tested_message,"However, younger voters are more enthusiastic about ChatGPT. While a majority of voters (55 percent) above 65 are concerned about the tool, only 32 percent of voters between 18 and 34 are. Those younger voters are also more likely to state they are “excited",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About ChatGPT and Support More Regulation of AI
DFP_1066,Data for Progress,https://www.dataforprogress.org/blog/2023/5/4/desantis-agenda-faces-opposition-from-voters-nationally,2023-05-04,democracy,,tested_message,"We reject the culture of losing that has infected the Republican Party in recent years,",,,,,,,online_panel,voters,,dfp;democracy,From: DeSantis Agenda Faces Opposition From Voters Nationally
DFP_1067,Data for Progress,https://www.dataforprogress.org/blog/2023/5/4/desantis-agenda-faces-opposition-from-voters-nationally,2023-05-04,democracy,,tested_message,"critical race theory, gender studies, or intersectionality.",,,,,,,online_panel,voters,,dfp;democracy,From: DeSantis Agenda Faces Opposition From Voters Nationally
DFP_1068,Data for Progress,https://www.dataforprogress.org/blog/2023/4/21/this-earth-day-voters-support-large-scale-actions-to-address-climate-change,2023-04-21,climate,,tested_message,a lot of responsibility,,,,,,,online_panel,voters,,dfp;climate,"From: This Earth Day, Voters Support Large-Scale Actions to Address Climate Change"
DFP_1069,Data for Progress,https://www.dataforprogress.org/blog/2023/4/10/voters-support-bank-reforms-in-the-wake-of-silicon-valley-banks-collapse,2023-04-10,democracy,,tested_message,billionaire tech investors and multi-million dollar companies,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Bank Reforms in the Wake of Silicon Valley Bank’s Collapse
DFP_1070,Data for Progress,https://www.dataforprogress.org/blog/2023/3/27/voters-express-concern-about-plastic-pollution-strongly-support-mitigation-proposals,2023-03-27,democracy,,tested_message,"a lot of responsibility,",,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Express Concern About Plastic Pollution, Strongly Support Mitigation Proposals"
DFP_1071,Data for Progress,https://www.dataforprogress.org/blog/2023/3/23/bidens-billionaire-tax-and-budget-proposals-enjoy-widespread-voter-support,2023-03-23,democracy,,tested_message,"from the bottom up, and from the middle out",,,,,,,online_panel,voters,,dfp;democracy,From: Biden’s Billionaire Tax and Budget Proposals Enjoy Widespread Voter Support
DFP_1072,Data for Progress,https://www.dataforprogress.org/blog/2023/2/24/voters-support-transit-oriented-development-in-new-york-state-et27x,2023-03-06,democracy,,tested_message,require that localities with rail stations run by the MTA undertake a local rezoning or higher density multifamily development within half a mile of the station unless they already meet the density level,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Transit-Oriented Development in New York State
DFP_1073,Data for Progress,https://www.dataforprogress.org/blog/2023/1/12/voters-have-an-unfavorable-view-of-andrew-tate-want-him-suspended-from-twitter,2023-01-12,democracy,,tested_message,bear some responsibility,,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Have an Unfavorable View of Andrew Tate, Want Him Suspended From Twitter"
DFP_1074,Data for Progress,https://www.dataforprogress.org/blog/2023/1/10/voters-wary-of-political-misinformation-unimpressed-by-musks-ceo-performance,2023-01-10,democracy,,tested_message,"somewhat disapprove,",,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Wary of Political Misinformation, Unimpressed by Musk’s CEO Performance"
DFP_1075,Data for Progress,https://www.dataforprogress.org/blog/2023/1/10/voters-wary-of-political-misinformation-unimpressed-by-musks-ceo-performance,2023-01-10,democracy,,tested_message,marketplace of ideas.,,,,,,,online_panel,voters,,dfp;democracy,"From: Voters Wary of Political Misinformation, Unimpressed by Musk’s CEO Performance"
DFP_1076,Data for Progress,https://www.dataforprogress.org/blog/2023/1/5/two-years-after-the-january-6-attack-voters-blame-trump-and-support-criminal-charges,2023-01-05,democracy,,tested_message,a lot of responsibility,,,,,,,online_panel,voters,,dfp;democracy,"From: Two Years After the January 6 Attack, Voters Blame Trump and Support Criminal Charges"
DFP_1077,Data for Progress,https://www.dataforprogress.org/blog/2022/12/21/voters-support-increased-funding-for-the-national-labor-relations-board-and-vigorous-enforcement-of-federal-labor-law,2022-12-21,democracy,,tested_message,joint employer standard,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Increased Funding for the National Labor Relations Board and Vigorous Enforcement of ...
DFP_1078,Data for Progress,https://www.dataforprogress.org/blog/2022/12/2/dfp-2022-polling-accuracy-report,2022-12-02,general,,tested_message,"nonignorable, nonobservable",,,,,,,online_panel,voters,,dfp;general,From: DFP 2022 Polling Accuracy Report
DFP_1079,Data for Progress,https://www.dataforprogress.org/blog/2022/11/15/exit-poll-2022-voters-supported-democratic-policies-to-address-inflation-including-holding-corporations-accountable-and-investing-in-american-manufacturing,2022-11-16,economy,,tested_message,Large corporations have been unfairly raising their prices at the expense of consumers,,,,,,,online_panel,voters,,dfp;economy,"From: Exit Poll: 2022 Voters Supported Democratic Policies to Address Inflation, Including Holding Corpora..."
DFP_1080,Data for Progress,https://www.dataforprogress.org/blog/2022/11/15/exit-poll-2022-voters-supported-democratic-policies-to-address-inflation-including-holding-corporations-accountable-and-investing-in-american-manufacturing,2022-11-16,economy,,tested_message,supporting working families by expanding the Child Tax Credit,,,,,,,online_panel,voters,,dfp;economy,"From: Exit Poll: 2022 Voters Supported Democratic Policies to Address Inflation, Including Holding Corpora..."
DFP_1081,Data for Progress,https://www.dataforprogress.org/blog/2022/11/15/exit-poll-2022-voters-supported-democratic-policies-to-address-inflation-including-holding-corporations-accountable-and-investing-in-american-manufacturing,2022-11-16,economy,,tested_message,to have done more to tackle corporate greed,,,,,,,online_panel,voters,,dfp;economy,"From: Exit Poll: 2022 Voters Supported Democratic Policies to Address Inflation, Including Holding Corpora..."
DFP_1082,Data for Progress,https://www.dataforprogress.org/blog/2022/11/15/exit-poll-2022-voters-supported-democratic-policies-to-address-inflation-including-holding-corporations-accountable-and-investing-in-american-manufacturing,2022-11-16,economy,,tested_message,They should have done more to tackle corporate greed,,,,,,,online_panel,voters,,dfp;economy,"From: Exit Poll: 2022 Voters Supported Democratic Policies to Address Inflation, Including Holding Corpora..."
DFP_1083,Data for Progress,https://www.dataforprogress.org/blog/2022/10/14/majority-support-biden-marijuana-pardon-restorative-justice-efforts,2022-10-14,democracy,,tested_message,Nobody should be in jail for possession of marijuana.,,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters Support Biden's Federal Marijuana Pardon
DFP_1084,Data for Progress,https://www.dataforprogress.org/blog/2022/10/14/majority-support-biden-marijuana-pardon-restorative-justice-efforts,2022-10-14,democracy,,tested_message,Federal law should not classify marijuana in the same category as heroin and LSD.,,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters Support Biden's Federal Marijuana Pardon
DFP_1085,Data for Progress,https://www.dataforprogress.org/blog/2022/9/30/texas-voters-feeling-the-pinch-of-high-home-energy-prices-support-investments-to-improve-the-grid,2022-09-30,climate,,tested_message,"Since the Texas electricity grid is independent, it is not subject to regulation by the federal government.",,,,,,,online_panel,voters,,dfp;climate,"From: Texas Voters, Feeling the Pinch of High Home Energy Prices, Support Investments to Improve the Grid"
DFP_1086,Data for Progress,https://www.dataforprogress.org/blog/2022/9/30/texas-voters-feeling-the-pinch-of-high-home-energy-prices-support-investments-to-improve-the-grid,2022-09-30,climate,,tested_message,a great deal of blame,,,,,,,online_panel,voters,,dfp;climate,"From: Texas Voters, Feeling the Pinch of High Home Energy Prices, Support Investments to Improve the Grid"
DFP_1087,Data for Progress,https://www.dataforprogress.org/blog/2022/9/7/voters-support-recent-unionization-efforts-over-major-corporations,2022-09-07,democracy,,tested_message,"free from controlled hazards,",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Recent Unionization Efforts Over Major Corporations
DFP_1088,Data for Progress,https://www.dataforprogress.org/blog/2022/9/7/voters-support-recent-unionization-efforts-over-major-corporations,2022-09-07,democracy,,tested_message,"terminations. This would require employers to document evidence of legitimate performance issues before being able to fire a worker, rather than allowing employers to fire employees",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Recent Unionization Efforts Over Major Corporations
DFP_1089,Data for Progress,https://www.dataforprogress.org/blog/2022/9/7/voters-support-recent-unionization-efforts-over-major-corporations,2022-09-07,democracy,,tested_message,which doesn't require a reason for firing an employee. Voters across partisanship also support this proposal to establish,,,,,,,online_panel,voters,,dfp;democracy,From: Voters Support Recent Unionization Efforts Over Major Corporations
DFP_1090,Data for Progress,https://www.dataforprogress.org/blog/2022/8/22/a-majority-of-voters-support-federal-protection-of-same-sex-marriage,2022-08-22,democracy,,tested_message,not at all important.,,,,,,,online_panel,voters,,dfp;democracy,From: A Majority of Voters Support Federal Protection of Same-Sex Marriage
DFP_1091,Data for Progress,https://www.dataforprogress.org/blog/2024/3/12/voters-strongly-support-bidens-strike-force-on-corporate-price-gouging,2024-03-12,immigration,,tested_message,""" for high grocery prices, corporate price gouging rises to the top, whether “corporate food manufacturers”",,,,,,,online_panel,voters,,dfp;immigration,From: Voters Strongly Support Biden’s Strike Force on Corporate Price Gouging
DFP_1092,Data for Progress,https://www.dataforprogress.org/blog/2023/5/10/voters-are-concerned-about-chatgpt-and-support-more-regulation-of-ai,2023-05-10,democracy,,tested_message,""" However, younger voters are more enthusiastic about ChatGPT. While a majority of voters (55 percent) above 65 are concerned about the tool, only 32 percent of voters between 18 and 34 are. Those younger voters are also more likely to state they are “excited”",,,,,,,online_panel,voters,,dfp;democracy,From: Voters Are Concerned About ChatGPT and Support More Regulation of AI
NAV_0136,Navigator Research,https://navigatorresearch.org/fraud-is-real-cuts-are-worse-how-to-win-this-fight/,2026-04-22,general,,tested_message,National Fraud Enforcement Division,,,,,,,online_panel,likely_voters,,navigator;general,From: Fraud Is Real. Cuts Are Worse. How to Win This Fight.
NAV_0137,Navigator Research,https://navigatorresearch.org/fraud-is-real-cuts-are-worse-how-to-win-this-fight/,2026-04-22,general,,tested_message,zealously investigate and prosecute,,,,,,,online_panel,likely_voters,,navigator;general,From: Fraud Is Real. Cuts Are Worse. How to Win This Fight.
NAV_0138,Navigator Research,https://navigatorresearch.org/fraud-is-real-cuts-are-worse-how-to-win-this-fight/,2026-04-22,general,,tested_message,t believe it is possible to cut fraud without kicking people off of health care. From Navigator,,,,,,,online_panel,likely_voters,,navigator;general,From: Fraud Is Real. Cuts Are Worse. How to Win This Fight.
BLP_20251023_005,Blueprint Research,https://blueprint-research.com/polling/do-something-dems-10-15/,2025-10-23,economy,,tested_message,"blame Republicans for rising prices, 37% blame Democrats",49,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 2. How to Become Do-Something Democrats (Oct 23, 2025)"
BLP_20251023_006,Blueprint Research,https://blueprint-research.com/polling/do-something-dems-10-15/,2025-10-23,economy,,tested_message,want DOJ to release Epstein files,76,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 2. How to Become Do-Something Democrats (Oct 23, 2025)"
BLP_20240808_007,Blueprint Research,https://blueprint-research.com/polling/harris-poll-positive-message-8-8/,2024-08-08,economy,,tested_message,": minds made up about Trump, nothing could change opinion",71,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 3. Defining Harris: The Case For Positive Messaging (Aug 8, 2024)"
BLP_20240808_008,Blueprint Research,https://blueprint-research.com/polling/harris-poll-positive-message-8-8/,2024-08-08,economy,,tested_message,: minds made up about Harris; 20% open to changing mind,57,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 3. Defining Harris: The Case For Positive Messaging (Aug 8, 2024)"
BLP_20240808_009,Blueprint Research,https://blueprint-research.com/polling/harris-poll-positive-message-8-8/,2024-08-08,economy,,tested_message,associate Harris with inflation,23,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 3. Defining Harris: The Case For Positive Messaging (Aug 8, 2024)"
BLP_20240904_010,Blueprint Research,https://blueprint-research.com/polling/obama-broad-messaging-9-5/,2024-09-04,social_security,,tested_message,Biden: **,,,,4,maxdiff,,online_panel,likely_voters,,blueprint;social_security,"From: 4. Campaign Like It's 2008 (Sep 4, 2024)"
BLP_20240904_011,Blueprint Research,https://blueprint-research.com/polling/obama-broad-messaging-9-5/,2024-09-04,social_security,,tested_message,Trump: **,,,,4,maxdiff,,online_panel,likely_voters,,blueprint;social_security,"From: 4. Campaign Like It's 2008 (Sep 4, 2024)"
BLP_20240904_012,Blueprint Research,https://blueprint-research.com/polling/obama-broad-messaging-9-5/,2024-09-04,social_security,,tested_message,Obama with independents: +25; ages 18,,,,44,maxdiff,,online_panel,likely_voters,,blueprint;social_security,"From: 4. Campaign Like It's 2008 (Sep 4, 2024)"
BLP_20240911_013,Blueprint Research,https://blueprint-research.com/polling/debate-test-9-11/,2024-09-11,social_security,,tested_message,of viewers: Harris won debate,56,,,,,,online_panel,likely_voters,,blueprint;social_security,"From: 5. Debate Snap Poll and Message Test (Sep 11, 2024)"
BLP_20240911_014,Blueprint Research,https://blueprint-research.com/polling/debate-test-9-11/,2024-09-11,social_security,,tested_message,: Trump won,31,,,,,,online_panel,likely_voters,,blueprint;social_security,"From: 5. Debate Snap Poll and Message Test (Sep 11, 2024)"
BLP_20240911_015,Blueprint Research,https://blueprint-research.com/polling/debate-test-9-11/,2024-09-11,social_security,,tested_message,more likely to support Harris,45,,,,,,online_panel,likely_voters,,blueprint;social_security,"From: 5. Debate Snap Poll and Message Test (Sep 11, 2024)"
BLP_20240911_016,Blueprint Research,https://blueprint-research.com/polling/debate-test-9-11/,2024-09-11,social_security,,tested_message,more likely to support Trump,31,,,,,,online_panel,likely_voters,,blueprint;social_security,"From: 5. Debate Snap Poll and Message Test (Sep 11, 2024)"
BLP_20240911_017,Blueprint Research,https://blueprint-research.com/polling/debate-test-9-11/,2024-09-11,social_security,,tested_message,see Harris admin as continuation of Biden,47,,,,,,online_panel,likely_voters,,blueprint;social_security,"From: 5. Debate Snap Poll and Message Test (Sep 11, 2024)"
BLP_20241002_018,Blueprint Research,https://blueprint-research.com/polling/biden-distance-10-2-message-test/,2024-10-02,economy,,tested_message,Not a thing comes to mind,,,,21,maxdiff,,online_panel,likely_voters,,blueprint;economy,"From: 8. Go Your Own Way: Kamala and Joe (Oct 2, 2024)"
BLP_20241015_019,Blueprint Research,https://blueprint-research.com/polling/distance-biden-ads-message-test-10-15/,2024-10-15,economy,,tested_message,"Not a thing comes to mind"": **",,,,21,maxdiff,,online_panel,likely_voters,,blueprint;economy,"From: 13. The View Alternate Universe (Oct 15, 2024)"
BLP_20241125_020,Blueprint Research,https://blueprint-research.com/polling/post-mortem-3-nov-25/,2024-11-25,economy,,tested_message,want Dems focus on inflation/prices,46,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 16. Change Election, Kitchen Table Mandate (Nov 25, 2024)"
BLP_20241125_021,Blueprint Research,https://blueprint-research.com/polling/post-mortem-3-nov-25/,2024-11-25,economy,,tested_message,immigration,24,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 16. Change Election, Kitchen Table Mandate (Nov 25, 2024)"
BLP_20241125_022,Blueprint Research,https://blueprint-research.com/polling/post-mortem-3-nov-25/,2024-11-25,economy,,tested_message,favor deficit reduction even with spending cuts,71,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 16. Change Election, Kitchen Table Mandate (Nov 25, 2024)"
BLP_20241009_023,Blueprint Research,https://blueprint-research.com/polling/haley-voters/,2024-10-09,democracy,,tested_message,"voted Trump 2020, only 45% will in 2024",59,,,,,,online_panel,likely_voters,,blueprint;democracy,"From: 18. Haley Voters Part 1 and 2 (Oct 9-10, 2024)"
BLP_20241009_024,Blueprint Research,https://blueprint-research.com/polling/haley-voters/,2024-10-09,democracy,,tested_message,concerned Trump character too erratic,57,,,,,,online_panel,likely_voters,,blueprint;democracy,"From: 18. Haley Voters Part 1 and 2 (Oct 9-10, 2024)"
BLP_20241009_025,Blueprint Research,https://blueprint-research.com/polling/haley-voters/,2024-10-09,democracy,,tested_message,concerned Harris policies too extreme,50,,,,,,online_panel,likely_voters,,blueprint;democracy,"From: 18. Haley Voters Part 1 and 2 (Oct 9-10, 2024)"
BLP_20241009_026,Blueprint Research,https://blueprint-research.com/polling/haley-voters/,2024-10-09,democracy,,tested_message,Haley Republicans: Trump **,,,,40,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 18. Haley Voters Part 1 and 2 (Oct 9-10, 2024)"
BLP_20241009_027,Blueprint Research,https://blueprint-research.com/polling/haley-voters/,2024-10-09,democracy,,tested_message,Haley Independents: Trump **,,,,57,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 18. Haley Voters Part 1 and 2 (Oct 9-10, 2024)"
BLP_20241009_028,Blueprint Research,https://blueprint-research.com/polling/haley-voters/,2024-10-09,democracy,,tested_message,: improved economy = lower prices,76,,,,,,online_panel,likely_voters,,blueprint;democracy,"From: 18. Haley Voters Part 1 and 2 (Oct 9-10, 2024)"
BLP_20241009_029,Blueprint Research,https://blueprint-research.com/polling/haley-voters/,2024-10-09,democracy,,tested_message,: Harris focused on lower prices,46,,,,,,online_panel,likely_voters,,blueprint;democracy,"From: 18. Haley Voters Part 1 and 2 (Oct 9-10, 2024)"
BLP_20241009_030,Blueprint Research,https://blueprint-research.com/polling/haley-voters/,2024-10-09,democracy,,tested_message,support law banning excessive grocery prices,70,,,,,,online_panel,likely_voters,,blueprint;democracy,"From: 18. Haley Voters Part 1 and 2 (Oct 9-10, 2024)"
BLP_20241028_031,Blueprint Research,https://blueprint-research.com/polling/swing-state-kelly-10-28/,2024-10-28,economy,,tested_message,heard Kelly comments about Trump/dictators,57,,,,,3623,online_panel,likely_voters,,blueprint;economy,"From: 19. John Kelly Vs. The Economy (Oct 28, 2024)"
BLP_20241028_032,Blueprint Research,https://blueprint-research.com/polling/swing-state-kelly-10-28/,2024-10-28,economy,,tested_message,say good reason to vote against Trump,47,,,,,3623,online_panel,likely_voters,,blueprint;economy,"From: 19. John Kelly Vs. The Economy (Oct 28, 2024)"
BLP_20241028_033,Blueprint Research,https://blueprint-research.com/polling/swing-state-kelly-10-28/,2024-10-28,economy,,tested_message,swing state swing voters: good reason vs. 29% bad reason,41,,,,,3623,online_panel,likely_voters,,blueprint;economy,"From: 19. John Kelly Vs. The Economy (Oct 28, 2024)"
BLP_20240320_034,Blueprint Research,https://blueprint-research.com/polling/trump-musk-vulnerabilities-3-20/,2024-03-20,technology,,tested_message,Trump job approval: **,,,,6,maxdiff,,online_panel,likely_voters,,blueprint;technology,"From: 21. Trump-Musk Vulnerabilities (Mar 20, 2024)"
BLP_20240320_035,Blueprint Research,https://blueprint-research.com/polling/trump-musk-vulnerabilities-3-20/,2024-03-20,technology,,tested_message,Musk favorability: **,,,,16,maxdiff,,online_panel,likely_voters,,blueprint;technology,"From: 21. Trump-Musk Vulnerabilities (Mar 20, 2024)"
BLP_20240320_036,Blueprint Research,https://blueprint-research.com/polling/trump-musk-vulnerabilities-3-20/,2024-03-20,technology,,tested_message,Musk admin role approval: **,,,,18,maxdiff,,online_panel,likely_voters,,blueprint;technology,"From: 21. Trump-Musk Vulnerabilities (Mar 20, 2024)"
BLP_20240320_037,Blueprint Research,https://blueprint-research.com/polling/trump-musk-vulnerabilities-3-20/,2024-03-20,technology,,tested_message,Democrats on Musk role: **,,,,82,maxdiff,,online_panel,likely_voters,,blueprint;technology,"From: 21. Trump-Musk Vulnerabilities (Mar 20, 2024)"
BLP_20241029_038,Blueprint Research,https://blueprint-research.com/polling/swing-state-decision-points-10-29/,2024-10-29,economy,,tested_message,prioritize lower prices,67,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 22. Swing State Decision Points (Oct 29, 2024)"
BLP_20241029_039,Blueprint Research,https://blueprint-research.com/polling/swing-state-decision-points-10-29/,2024-10-29,economy,,tested_message,: Harris focused on prices vs. 37% Trump,42,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 22. Swing State Decision Points (Oct 29, 2024)"
BLP_20241031_040,Blueprint Research,https://blueprint-research.com/polling/swing-state-issues-10-31/,2024-10-31,economy,,tested_message,Obama: **+16**; Biden: **,,,,45,maxdiff,,online_panel,likely_voters,,blueprint;economy,"From: 23. Obama-Trump-Harris Voter (Oct 31, 2024)"
BLP_20241031_041,Blueprint Research,https://blueprint-research.com/polling/swing-state-issues-10-31/,2024-10-31,economy,,tested_message,plan to split ticket; 28% undecided,48,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 23. Obama-Trump-Harris Voter (Oct 31, 2024)"
BLP_20240925_042,Blueprint Research,https://blueprint-research.com/polling/man-survey-9-25/,2024-09-25,economy,,tested_message,: Dems 'moved too far left',55,,,,,,online_panel,likely_voters,,blueprint;economy,"From: 25. Meat and Potatoes (Sep 25, 2024)"
BLP_20241007_043,Blueprint Research,https://blueprint-research.com/polling/harris-interviews-test-10-7/,2024-10-07,democracy,,tested_message,US Steel/Nippon manufacturing response,,,,+2.1,maxdiff,5764,online_panel,likely_voters,,blueprint;democracy,"From: 7. Interview Test: Oprah and MSNBC (Oct 7, 2024)"
BLP_20241007_044,Blueprint Research,https://blueprint-research.com/polling/harris-interviews-test-10-7/,2024-10-07,democracy,,tested_message,Opportunity economy vision,,,,+2.1,maxdiff,5764,online_panel,likely_voters,,blueprint;democracy,"From: 7. Interview Test: Oprah and MSNBC (Oct 7, 2024)"
BLP_20240919_045,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,democracy,,tested_message,Appoint Republican to cabinet,,,,+2.1,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 6. The Case For More Kamala: Interview Testing (Sep 19, 2024)"
BLP_20240919_046,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,democracy,,tested_message,Biden dropping out perspective,,,,+1.9,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 6. The Case For More Kamala: Interview Testing (Sep 19, 2024)"
BLP_20240919_047,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,democracy,,tested_message,Border/immigration answer (CNN),,,,+1.6,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 6. The Case For More Kamala: Interview Testing (Sep 19, 2024)"
BLP_20240919_048,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,democracy,,tested_message,Opportunity economy (6ABC),,,,+1.5,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 6. The Case For More Kamala: Interview Testing (Sep 19, 2024)"
BLP_20240919_049,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,democracy,,tested_message,'More in common than separates us',,,,+1.5,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 6. The Case For More Kamala: Interview Testing (Sep 19, 2024)"
BLP_20240919_050,Blueprint Research,https://blueprint-research.com/polling/interview-test-9-19/,2024-09-19,democracy,,tested_message,Fracking/energy,,,,+1.4,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 6. The Case For More Kamala: Interview Testing (Sep 19, 2024)"
BLP_20240830_051,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,democracy,,tested_message,Abortion contrast ad,,,,+3.5,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 14. Positive Beats Negative: Harris Ads (Aug 30, 2024)"
BLP_20240830_052,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,democracy,,tested_message,Healthcare contrast,,,,+10.7,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 14. Positive Beats Negative: Harris Ads (Aug 30, 2024)"
BLP_20240830_053,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,democracy,,tested_message,Harris abortion,,,,+10.3,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 14. Positive Beats Negative: Harris Ads (Aug 30, 2024)"
BLP_20240830_054,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,democracy,,tested_message,Abortion contrast,,,,+9.2,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 14. Positive Beats Negative: Harris Ads (Aug 30, 2024)"
BLP_20240830_055,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,democracy,,tested_message,Trump tax cuts -> healthcare cuts,,,,+1.3,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 14. Positive Beats Negative: Harris Ads (Aug 30, 2024)"
BLP_20240830_056,Blueprint Research,https://blueprint-research.com/polling/ads-test-harris-8-30/,2024-08-30,democracy,,tested_message,Trump anti-choice agenda,,,,+1.5,maxdiff,,online_panel,likely_voters,,blueprint;democracy,"From: 14. Positive Beats Negative: Harris Ads (Aug 30, 2024)"
BLP_20240724_057,Blueprint Research,https://blueprint-research.com/polling/harris-poll-message-test-7-24/,2024-07-24,democracy,,tested_message,"Populist economic: deficit reduction, all-of-above energy, prosecute price-gouging, Medicare drug negotiation",61,,,,,,online_panel,likely_voters,,blueprint;democracy,Most compelling message (61% of voters)
BLP_20260121_058,Blueprint Research,https://blueprint-research.com/polling/trump-economy-1-21/,2026-01-21,economy,,tested_message,"- Trump calls ""affordability"" a ""fake narrative""/""con job"": highest",,,,+12,net_concern,,online_panel,likely_voters,,blueprint;economy,"From: 20. Donald Trump Is the New Joe Biden (Jan 21, 2026)"
BLP_20240909_059,Blueprint Research,https://blueprint-research.com/polling/swing-state-9-9/,2024-09-09,democracy,,tested_message,Cutting taxes for middle class,,,,,,,online_panel,likely_voters,,blueprint;democracy,Qualitative message theme
BLP_20240909_060,Blueprint Research,https://blueprint-research.com/polling/swing-state-9-9/,2024-09-09,democracy,,tested_message,Cracking down on crime/drug smuggling,,,,,,,online_panel,likely_voters,,blueprint;democracy,Qualitative message theme
BLP_20240909_061,Blueprint Research,https://blueprint-research.com/polling/swing-state-9-9/,2024-09-09,democracy,,tested_message,Going after price gougers/hidden fees,,,,,,,online_panel,likely_voters,,blueprint;democracy,Qualitative message theme
BLP_20240909_062,Blueprint Research,https://blueprint-research.com/polling/swing-state-9-9/,2024-09-09,democracy,,tested_message,Building new homes,,,,,,,online_panel,likely_voters,,blueprint;democracy,Qualitative message theme
BLP_20240909_063,Blueprint Research,https://blueprint-research.com/polling/swing-state-9-9/,2024-09-09,democracy,,tested_message,"Harris leads independents on every issue except border, immigration, oil/gas",,,,,,,online_panel,likely_voters,,blueprint;democracy,Qualitative message theme
BLP_20241016_064,Blueprint Research,https://blueprint-research.com/polling/trump-closing-argument-10-16/,2024-10-16,democracy,,tested_message,"Republican endorsements: ""Nearly half of Donald Trump's cabinet have refused to endorse him...when Trump learned his supporters were threatening to kill his own VP, he said 'so what'...",,,,+12,maxdiff,2993,online_panel,likely_voters,,blueprint;democracy,"From: 9. Closing Arguments (Oct 16, 2024)"
BLP_20241016_065,Blueprint Research,https://blueprint-research.com/polling/trump-closing-argument-10-16/,2024-10-16,democracy,,tested_message,"Roe v. Wade: ""Donald Trump appointed the judges who overturned Roe vs. Wade. Since then, Trump abortion bans in 22 states and women are dying...",,,,+10,maxdiff,2993,online_panel,likely_voters,,blueprint;democracy,"From: 9. Closing Arguments (Oct 16, 2024)"
NAV_20260422_144,Navigator Research,https://navigatorresearch.org/fraud-is-real-cuts-are-worse-how-to-win-this-fight/,2026-04-22,government,,poll_question,"39% blame program recipients, while 38% point to President Trump and his administration.",,39,,,,,online_panel,registered_voters,,navigator;government,From archive: Fraud Is Real. Cuts Are Worse. How to Win This Fight.
